session,session_id,study_id,iteration,created,modified,ended,expired,time_0b_start,plan_bev,mc_bev_make,mc_bev_audi,mc_bev_bmw,mc_bev_cadillac,mc_bev_chevrolet,mc_bev_fiat,mc_bev_ford,mc_bev_genesis,mc_bev_gmc,mc_bev_honda,mc_bev_hyundai,mc_bev_jaguar,mc_bev_kia,mc_bev_lexus,mc_bev_lucid,mc_bev_mazda,mc_bev_mercedes_benz,mc_bev_mini,mc_bev_mitsubishi,mc_bev_nissan,mc_bev_polestar,mc_bev_porsche,mc_bev_rivian,mc_bev_subaru,mc_bev_tesla,mc_bev_toyota,mc_bev_vin_fast,mc_bev_volkswagen,mc_bev_volvo,mc_bev_year,user_model,user_bev,time_0b_end
sPeJXnKrVnjYomWbVLxuFA7x5XzEqf_Cpmg65khm_P4HcrkCDoDXYkOvx_rrq7ws,35864715,148526,336,2024-10-29 21:41:33,2024-10-29 21:41:44,2024-10-29 21:41:45,,2024-10-29 21:41:33,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:41:44
WF81MtPZQH0sOL91kKRI2oXbxf53phfTgBtl5BHWCR3UArdtG8gafyCRMKXJxJDl,35864744,148526,337,2024-10-29 21:42:16,2024-10-29 21:42:24,2024-10-29 21:42:25,,2024-10-29 21:42:16,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:42:25
hBVcvihmlh8sitFBDBQyBniRohxQP6rzxNa_6kARZ9DQPmHFWYbOW11je6rreEnZ,35864764,148526,338,2024-10-29 21:42:41,2024-10-29 21:43:05,2024-10-29 21:43:05,,2024-10-29 21:42:41,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2024,model_x,tesla_model_x,2024-10-29 21:43:05
5Dj0K-Kh0qMFVtSSl7eQ1LElM9gvgMGTMdHUijc9NBf1AtmYJiBEpGkW35ee429E,35864780,148526,339,2024-10-29 21:43:05,2024-10-29 21:43:17,2024-10-29 21:43:18,,2024-10-29 21:43:05,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:43:18
Z13--TlRCR4tzk33gdQvBbHm9Qd1Qns6BIlFZUoB6G_4yJIBqEo6c_KkD_q7LTdA,35864829,148526,340,2024-10-29 21:44:55,2024-10-29 21:45:01,2024-10-29 21:45:02,,2024-10-29 21:44:56,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:02
_ek4WVbs8QhBJshf4hwkubKFyQzlR5uDVJrp5-WAm0sZYMSkqitbGiyRgsOhzQyf,35864843,148526,341,2024-10-29 21:45:07,2024-10-29 21:45:23,2024-10-29 21:45:23,,2024-10-29 21:45:07,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:23
BDkwgDLRKHPkTJppUyqI1dw0fN7xSHmeNGyQ2OVZOXtut3H0cBZDk_vljUaVvsyi,35864854,148526,342,2024-10-29 21:45:12,2024-10-29 21:45:35,2024-10-29 21:45:35,,2024-10-29 21:45:12,yes,bmw,,i_4,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,i_4,bmw_i_4,2024-10-29 21:45:35
MIZNWMancRyHxeiqRy9mbPgzP7sjzySTI46GB6ucMWHm5WbH4HqlUZ2xbvRB5Bx1,35864877,148526,343,2024-10-29 21:45:31,2024-10-29 21:45:41,2024-10-29 21:45:42,,2024-10-29 21:45:31,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:42
pQow3882wfl5RYzd0v2B0dFiia4Xas89-BTrAKmnCTTZmLj2HHoN7TbbY3YykXX6,35864881,148526,344,2024-10-29 21:45:33,2024-10-29 21:45:44,2024-10-29 21:45:45,,2024-10-29 21:45:33,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:44
zm-AzoPrMcjOWuHt27H1kyFIEG4iCWGUFcVP2HaYPgMRF3rujXzpbvJpYvdLOt3r,35864885,148526,345,2024-10-29 21:45:34,2024-10-29 21:45:51,2024-10-29 21:45:51,,2024-10-29 21:45:35,yes,bmw,,i_4,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_4,bmw_i_4,2024-10-29 21:45:51
V9050ZRmmr6SX1Gwtk5V5WOWXTtD7Rwi69KSbVcizOVKsdnGcGIzzrRyrW-bU5oR,35864911,148526,346,2024-10-29 21:45:46,2024-10-29 21:45:56,2024-10-29 21:45:57,,2024-10-29 21:45:46,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:57
lvb0C2f8-20GwW0Ic-A2PNUFyFkBfCfjcEb7Dt2g2sbL6HcVdMvtn2HIwPvcOw54,35864915,148526,347,2024-10-29 21:45:47,2024-10-29 21:46:20,2024-10-29 21:46:20,,2024-10-29 21:45:47,yes,kia,,,,,,,,,,,,niro_ev,,,,,,,,,,,,,,,,,2024,niro_ev,kia_niro_ev,2024-10-29 21:46:20
zFR9YdXGlXGRIL-t32ifM1XlBnK3RKIC5BuZ8rvvF2ZjK54p9-rcFA8gtSMYBuWK,35864923,148526,348,2024-10-29 21:45:50,2024-10-29 21:45:55,2024-10-29 21:45:55,,2024-10-29 21:45:50,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:45:55
gt6qOCiEc96VMe6SIKYKP7A4yuMQ0i5GN7cqkxGPVWUkiadc6YTm-6sLl_vIwBuq,35864924,148526,349,2024-10-29 21:45:50,2024-10-29 21:46:10,2024-10-29 21:46:11,,2024-10-29 21:45:50,yes,hyundai,,,,,,,,,,ioniq_6,,,,,,,,,,,,,,,,,,,idk,ioniq_6,hyundai_ioniq_6,2024-10-29 21:46:11
MLZ-XXvgZloMrtG3kOLoYdfSH9bhMzi6lNv824bdrqO52UgI9meglDAGQbPKrAwZ,35864937,148526,350,2024-10-29 21:45:57,2024-10-29 21:46:25,2024-10-29 21:46:26,,2024-10-29 21:45:57,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_x,,,,,2024,model_x,tesla_model_x,2024-10-29 21:46:26
1V4rNGHwes_GVtoW0BojW7RWqxPc5qU6KAVuVAOuDDxqXMX341PsLLGn28AnfMZ5,35864943,148526,351,2024-10-29 21:45:59,2024-10-29 21:46:12,2024-10-29 21:46:12,,2024-10-29 21:45:59,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:12
yYPIfkeg7gymhuVGgTnrtb4SUp9Czsm44Bzf9tARELeVZKuwktyKCA0_-Ev1QS-g,35864945,148526,352,2024-10-29 21:45:59,2024-10-29 21:46:08,2024-10-29 21:46:09,,2024-10-29 21:46:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:08
UHLXdjN4TH8Nh00SUfQTwqYHkGzI8NI-ZLOHUT7IB9odX8bQ2OPYClB5qCmz68kf,35864949,148526,353,2024-10-29 21:46:02,2024-10-29 21:46:22,2024-10-29 21:46:22,,2024-10-29 21:46:02,yes,audi,e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,e_tron,audi_e_tron,2024-10-29 21:46:22
hPgQTeozZ9yELuDSRa5jxHc6ZAwoRKpU8grHNZX5XCl_xbiFuMDzdRDrWQ8jqKGs,35864954,148526,354,2024-10-29 21:46:03,2024-10-29 21:46:07,2024-10-29 21:46:08,,2024-10-29 21:46:03,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:08
5ioWmF1IfEE2lF8IB5enu9O1kQfcBzcam0lR_bXWEds4nIQC1ooMXGzFDKnPWOpE,35864965,148526,355,2024-10-29 21:46:06,2024-10-29 21:46:29,2024-10-29 21:46:30,,2024-10-29 21:46:06,yes,kia,,,,,,,,,,,,ev_6,,,,,,,,,,,,,,,,,2023,ev_6,kia_ev_6,2024-10-29 21:46:29
z0UD68RF4SmBqB0mnSedsMg6wZ0pOa4TNg0ESVIMZZ2ri8XkaQaBE6aYWOAMJxPx,35864977,148526,356,2024-10-29 21:46:09,2024-10-29 21:46:18,2024-10-29 21:46:18,,2024-10-29 21:46:10,yes,ford,,,,,,focus_ev,,,,,,,,,,,,,,,,,,,,,,,2020,focus_ev,ford_focus_ev,2024-10-29 21:46:18
o4IfTJW3TalytWbY-B5xRcN4bn72LeFnquFgGrn2exdh4f7u8dLj-lYQJlhogDVs,35864980,148526,357,2024-10-29 21:46:11,2024-10-29 21:46:15,2024-10-29 21:46:15,,2024-10-29 21:46:11,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:15
Y3BjS0QW-HTetOCS1ZJ0e1zdLsWNMc1SVWuucKS99FGkR2fuTQZGhvoB9R3ktvAL,35864989,148526,358,2024-10-29 21:46:13,2024-10-29 21:46:33,2024-10-29 21:46:34,,2024-10-29 21:46:13,yes,bmw,,i_3,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,i_3,bmw_i_3,2024-10-29 21:46:33
69LYsVFym_gGQkX0jekeex6Au3gAgYQ_xMRkDPJrckp4VhdkcXvLQ98qlIUGdhJ3,35865004,148526,359,2024-10-29 21:46:16,2024-10-29 21:46:32,2024-10-29 21:46:32,,2024-10-29 21:46:16,yes,chevrolet,,,,bolt_euv,,,,,,,,,,,,,,,,,,,,,,,,,2024,bolt_euv,chevrolet_bolt_euv,2024-10-29 21:46:32
LlwjaRCaog6K65tsudM8kLPrCqIxn9Is1l_mKYa6n2_HHrXVeidXBKvjdgEOE_rI,35865007,148526,360,2024-10-29 21:46:16,2024-10-29 21:46:24,2024-10-29 21:46:25,,2024-10-29 21:46:17,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:25
GEFZSPqYPg0XUSgnzLeBGaWNBJY-dTLmkZVq7XF6z8aSfbKSEzmeRYwfq8ZdJ83t,35865017,148526,361,2024-10-29 21:46:20,2024-10-29 21:46:24,2024-10-29 21:46:25,,2024-10-29 21:46:20,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:24
7_JXfaA6VVTtZ27oHykZitOm3JREnRgVLaqrkub2Y10nBqH0kfRB7QR-z2eyubnh,35865022,148526,362,2024-10-29 21:46:20,2024-10-29 21:46:28,2024-10-29 21:46:29,,2024-10-29 21:46:21,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:29
U3f3Jze5WsZZcHVE2ty_atVFRr-UrwEx6Ihw5qCDWukuJMeM406P5CjwsULhG5FJ,35865024,148526,363,2024-10-29 21:46:21,2024-10-29 21:46:52,2024-10-29 21:46:53,,2024-10-29 21:46:21,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,idk,model_s,tesla_model_s,2024-10-29 21:46:52
dSV0supyVfv8G7fNm70QETD0IZrGmHhGlNxOHv1Ijabzg28WVNFNRZRKJCVOcrL3,35865031,148526,364,2024-10-29 21:46:24,2024-10-29 21:46:33,2024-10-29 21:46:34,,2024-10-29 21:46:24,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:34
Q7WqcJQwRn7mTIREhCZ2k_A9OYlpOidk1iq045R9gIYqfmOKrga9UpEdqgjRFxTy,35865043,148526,365,2024-10-29 21:46:28,2024-10-29 21:46:33,2024-10-29 21:46:34,,2024-10-29 21:46:28,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:34
qscK34hV3aN9_u9sxg58To69m0BbE4M8qZfwYy85J2iWb4vA-DpjlAMVXzBXED-d,35865051,148526,366,2024-10-29 21:46:31,2024-10-29 21:46:54,2024-10-29 21:46:55,,2024-10-29 21:46:31,yes,audi,q_4_sportback_e_tron,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,q_4_sportback_e_tron,audi_q_4_sportback_e_tron,2024-10-29 21:46:55
8XQcRFFbl7l2O0JSdsJW8eOo3DSIUKGT1MxggfGZd2U7eDnwb30pBMw7FPEdDmJU,35865068,148526,367,2024-10-29 21:46:36,2024-10-29 21:46:58,2024-10-29 21:46:59,,2024-10-29 21:46:36,yes,kia,,,,,,,,,,,,ev_6,,,,,,,,,,,,,,,,,2020,ev_6,kia_ev_6,2024-10-29 21:46:59
SxpzOKGR5CB7965B-Fr6KssnPFZIRpmmMWtBov6zHkkouZeZKKyVSjQ-i1cuwMSo,35865072,148526,368,2024-10-29 21:46:38,2024-10-29 21:46:44,2024-10-29 21:46:45,,2024-10-29 21:46:39,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:46:45
Nuae1R2V-itpCVx25UIxG4dJjPorDhfbIcZiWsdxF1F0SvHMp5nZ-cw0y8q7PGv8,35865080,148526,369,2024-10-29 21:46:45,2024-10-29 21:47:05,2024-10-29 21:47:06,,2024-10-29 21:46:45,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2024,blazer_ev,chevrolet_blazer_ev,2024-10-29 21:47:06
xp4M382MyxT7XUnYwka5_GceeSwoX9aptyI4-xfURjaE027AxRuloFojWn2i7qc5,35865101,148526,370,2024-10-29 21:47:16,2024-10-29 21:47:39,2024-10-29 21:47:39,,2024-10-29 21:47:16,yes,fiat,,,,,500_e,,,,,,,,,,,,,,,,,,,,,,,,2010,500_e,fiat_500_e,2024-10-29 21:47:39
RbGhwNXDyJy1TgoH4JGW2nIPtAnoHp-NrRgAVldbeH9i0F4NBYDfY3l5AYPM-3xw,35865107,148526,371,2024-10-29 21:47:18,2024-10-29 21:47:25,2024-10-29 21:47:26,,2024-10-29 21:47:18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:47:26
LWDmFoqEFDURnrePB5jf3OO0ehVi-KI1Tyn-gpJXkoOyRp7OrfxxFXLJT-CCIIEC,35865111,148526,372,2024-10-29 21:47:23,2024-10-29 21:47:35,2024-10-29 21:47:36,,2024-10-29 21:47:23,yes,chevrolet,,,,bolt_euv,,,,,,,,,,,,,,,,,,,,,,,,,2022,bolt_euv,chevrolet_bolt_euv,2024-10-29 21:47:35
0Vyeu5OEkD7J72EB2Vr7byyefSZwNFI2KAbB0CEOdLhUnzMuUe1PauHrckqnGiBE,35865147,148526,373,2024-10-29 21:48:10,2024-10-29 21:48:23,2024-10-29 21:48:23,,2024-10-29 21:48:11,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:48:23
l_dZMrADN1h6_Cvnvo-RhRyF-W0nh0aUG4XLW8CPiOZv9EAFqZ076ibEl-zIBDzo,35865156,148526,374,2024-10-29 21:48:24,2024-10-29 21:48:30,2024-10-29 21:48:30,,2024-10-29 21:48:24,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:48:30
vfE_TUpMLti9gd-nHfy9DHhOhlU65sewD4UrL-U64524ub_mNkYercWeapvmA4Sn,35865168,148526,375,2024-10-29 21:48:31,2024-10-29 21:48:44,2024-10-29 21:48:44,,2024-10-29 21:48:31,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:48:44
srj5Flb9byZLSInV89xsAkzxfzHw5BT5kipU9uf4E3Oeq-fv8kCR7PmSxUDjxwOZ,35865170,148526,376,2024-10-29 21:48:31,2024-10-29 21:48:55,2024-10-29 21:48:55,,2024-10-29 21:48:31,yes,chevrolet,,,,blazer_ev,,,,,,,,,,,,,,,,,,,,,,,,,2020,blazer_ev,chevrolet_blazer_ev,2024-10-29 21:48:55
kccN8p8OCi9-VpGwBKq1o9ceSdatx-VorOe3thJLJb8trkJ_mIsFj6U6GyUWZu-0,35865185,148526,377,2024-10-29 21:48:52,2024-10-29 21:49:01,2024-10-29 21:49:02,,2024-10-29 21:48:52,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:49:02
tcMX3yXKGva7cJThlW4WAY40OZviP-O_gPKpoLhieEu4GvRqbIJNWqyQO8baq270,35865188,148526,378,2024-10-29 21:48:54,2024-10-29 21:49:16,2024-10-29 21:49:16,,2024-10-29 21:48:54,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_s,,,,,2024,model_s,tesla_model_s,2024-10-29 21:49:16
hYRXd5ZIzTmJHGkBfbYU5xb050_jT3prafJvX6gniirtsNJHNB93X3FZ0k_wgrMC,35865233,148526,379,2024-10-29 21:50:07,2024-10-29 21:50:28,2024-10-29 21:50:28,,2024-10-29 21:50:07,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2024,model_3,tesla_model_3,2024-10-29 21:50:28
qy_vI4r8cOhMPBo99KByfKF_ogeYIpd12UN6Q2mazoq17U3TspI1qOB1fE5g3yGM,35865256,148526,380,2024-10-29 21:50:36,2024-10-29 21:50:46,2024-10-29 21:50:46,,2024-10-29 21:50:37,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:50:46
-yd_vXY1QWcRDSuojp9ztHoUa8tv8ize0FioFB4sbn7-NIVZ3_3LGRLL4x6VtS17,35865288,148526,381,2024-10-29 21:51:17,2024-10-29 21:52:25,2024-10-29 21:52:25,,2024-10-29 21:51:17,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,idk,clarity,honda_clarity,2024-10-29 21:52:25
SQUYXL77xGb3LBHCnZGhg7n0iY901YgJnCJ5OFFCopq_bseP_mbXWqqRSgpU4AUH,35865302,148526,382,2024-10-29 21:51:29,2024-10-29 21:51:34,2024-10-29 21:51:34,,2024-10-29 21:51:30,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:51:34
xrqfdajiMInGxSiWyyufnKbZpn53M61bDLPaFGDbUpvvy3SYLo9rGYxOiqUsuIcb,35865310,148526,383,2024-10-29 21:51:34,2024-10-29 21:51:57,2024-10-29 21:51:58,,2024-10-29 21:51:34,yes,kia,,,,,,,,,,,,soul_ev,,,,,,,,,,,,,,,,,2023,soul_ev,kia_soul_ev,2024-10-29 21:51:58
GXmmmZQWYMIHQ5MU8mNqo6E_K1eaP2HNRiMWifIiX7Oi_V81znKy2ILeUWXq35Ec,35865341,148526,384,2024-10-29 21:52:07,2024-10-29 21:54:20,2024-10-29 21:54:20,,2024-10-29 21:52:07,yes,cadillac,,,lyriq,,,,,,,,,,,,,,,,,,,,,,,,,,2024,lyriq,cadillac_lyriq,2024-10-29 21:54:20
EFS9KOzRbIgidU6z7FqVHKcpFnhjpqoM2R4mIgQk9_Hnzfp3hbTDV4Z_L7h4D1er,35865359,148526,385,2024-10-29 21:52:27,2024-10-29 21:52:39,2024-10-29 21:52:40,,2024-10-29 21:52:27,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:52:40
MV5ZgM0Q_LITjjDCdjWN3UbkZjgZ-hwW1xR_GPg130dF-vL_Ymd0TvkCWcI0rEVx,35865366,148526,386,2024-10-29 21:52:38,2024-10-29 21:52:49,2024-10-29 21:52:50,,2024-10-29 21:52:38,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:52:50
FqeELxdV_8yXuQbwpUgt7i2P9cdxG7zH2kyuzZbDJgoUJ1obno88cWjWkbdZdx2q,35865381,148526,387,2024-10-29 21:52:45,2024-10-29 21:53:22,2024-10-29 21:53:22,,2024-10-29 21:52:45,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,2023,model_3,tesla_model_3,2024-10-29 21:53:22
-sdCMTUhNdewQtx60TFj2Nft6ixREYoxoLrK-GvcwOyu5lcgU3jdoCNoX0CvZAqz,35865417,148526,388,2024-10-29 21:53:05,2024-10-29 21:53:11,2024-10-29 21:53:11,,2024-10-29 21:53:05,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:11
ttfPQKSWJ_4ElhW4XLtZ_kUoc-a2UdyUXcYduDdEWBqS8sjFmJexclfB1iQOLeQc,35865419,148526,389,2024-10-29 21:53:05,2024-10-29 21:53:11,2024-10-29 21:53:12,,2024-10-29 21:53:06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:12
4EgmGylBBARc3SwM6GtsZL28Vbog1ClZSUukI-mfXFyUiT_byoEh3b1NOxoC60MW,35865425,148526,390,2024-10-29 21:53:08,2024-10-29 21:53:17,2024-10-29 21:53:18,,2024-10-29 21:53:08,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:17
Uh3C_5upUwVrw6Mkx8ibDyaiVYqQsMvMsVfTncEiuucQAlmx5dvJx3SaiVsHY1XT,35865429,148526,391,2024-10-29 21:53:10,2024-10-29 21:53:30,2024-10-29 21:53:31,,2024-10-29 21:53:10,yes,honda,,,,,,,,,fit_ev,,,,,,,,,,,,,,,,,,,,idk,fit_ev,honda_fit_ev,2024-10-29 21:53:31
lNC6ZcW8jyucG_rSGm9Ro_IerPbS3AIEeiSC5g5k2ReeDbxgEwOA2WijsxLvv57H,35865433,148526,392,2024-10-29 21:53:11,2024-10-29 21:53:18,2024-10-29 21:53:19,,2024-10-29 21:53:11,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:19
61QFInOezYfBhUR_ZBS-JnZ3KDZppBwtOlFotlnki8pXftx3JfvF0j7xY2wk4Kks,35865464,148526,393,2024-10-29 21:53:21,2024-10-29 21:53:26,2024-10-29 21:53:27,,2024-10-29 21:53:21,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:27
myau6pjsYXCtGlU0NI8vDr6QtEvCgkNXq5h3xweMnPK22Gfw4lPvs003jaIxavZX,35865487,148526,394,2024-10-29 21:53:29,2024-10-29 21:53:36,2024-10-29 21:53:37,,2024-10-29 21:53:29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:37
yRgZaC8IDFcuF7h-rr0jw7XO4bn-IN9dsr-htrWM2-1MbuDOqepNMBbZBizer-_r,35865490,148526,395,2024-10-29 21:53:30,2024-10-29 21:53:42,2024-10-29 21:53:43,,2024-10-29 21:53:30,yes,chevrolet,,,,bolt_ev,,,,,,,,,,,,,,,,,,,,,,,,,2008,bolt_ev,chevrolet_bolt_ev,2024-10-29 21:53:43
ewBHHsuRmDVueEiwfgszY2TTGjSQzf-uQ-zdqR12_eeWldR5QiIYjToiiWiTay3h,35865502,148526,396,2024-10-29 21:53:35,2024-10-29 21:53:41,2024-10-29 21:53:41,,2024-10-29 21:53:36,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:41
jzdSpFCQwgyLURg7rHaeBLqf1E2ZxqjkAAre_PS55LhAHNsPUGwfrB0fNM6xa_df,35865507,148526,397,2024-10-29 21:53:37,2024-10-29 21:53:48,2024-10-29 21:53:48,,2024-10-29 21:53:38,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:48
HjdMXeWG0QH0S_zNw7CzEKQuvZzRTxI8lp5aalyVZx2u9Uayp3lm4M6aOq7OSR46,35865512,148526,398,2024-10-29 21:53:40,2024-10-29 21:53:56,2024-10-29 21:53:57,,2024-10-29 21:53:40,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:53:56
rVUZU9m4rpPdUKHFNE2u8hBoY2WPz2CrWLt126dBa-sKHu11htgCMdcv20ZWn7X5,35865526,148526,399,2024-10-29 21:53:45,2024-10-29 21:54:01,2024-10-29 21:54:03,,2024-10-29 21:53:45,yes,honda,,,,,,,,,fit_ev,,,,,,,,,,,,,,,,,,,,2024,fit_ev,honda_fit_ev,2024-10-29 21:54:02
eVBcPWEEh_qGf6zFkzJI8q930q_xZuiFFNk2QqMi9-X-5Ddib5iY0pnwSYkhstaS,35865529,148526,400,2024-10-29 21:53:46,2024-10-29 21:54:01,2024-10-29 21:54:01,,2024-10-29 21:53:46,yes,bmw,,i_4,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,i_4,bmw_i_4,2024-10-29 21:54:01
vKMrj78k6A3yhXASEWc75Wv41BuOlAUPKKAf6_gIoTQns8zW6IfTCSXPOgz-wyLI,35865540,148526,401,2024-10-29 21:53:51,2024-10-29 21:54:01,2024-10-29 21:54:02,,2024-10-29 21:53:51,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:54:01
5rhOeGRXaP81hKGWrye3GfKbeXKYYvKMRZWGiXTD3K_FSUf57PeqPf9VY78-crKu,35865543,148526,402,2024-10-29 21:53:52,2024-10-29 21:54:39,2024-10-29 21:54:39,,2024-10-29 21:53:52,yes,toyota,,,,,,,,,,,,,,,,,,,,,,,,,b_z_4_x,,,,2021,b_z_4_x,toyota_b_z_4_x,2024-10-29 21:54:39
MSwFSmC31pO7QB7CiyAHc8eax9BQDC_ykwlKokL9zcwq_11f9aO_eHr3mq0yQBnS,35865553,148526,403,2024-10-29 21:53:53,2024-10-29 21:54:01,2024-10-29 21:54:02,,2024-10-29 21:53:53,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:54:01
doO_e9XEOYn-eSbi4jM_yjedXHhyQ6PR_QQmKSPGTYfkmSSnlc0Kxw0h7ikPOQaB,35865554,148526,404,2024-10-29 21:53:53,2024-10-29 21:54:15,2024-10-29 21:54:16,,2024-10-29 21:53:53,yes,mazda,,,,,,,,,,,,,,,mx_30,,,,,,,,,,,,,,2024,mx_30,mazda_mx_30,2024-10-29 21:54:16
epFD9GFEJ6H_hK26cCNFFJUSpUXO6SnFSBApN8-2a5L6jtHqVdoh6X31fXyPj2Pf,35865556,148526,405,2024-10-29 21:53:53,2024-10-29 21:54:03,2024-10-29 21:54:04,,2024-10-29 21:53:53,yes,honda,,,,,,,,,clarity,,,,,,,,,,,,,,,,,,,,2015,clarity,honda_clarity,2024-10-29 21:54:04
TtoqWqvZmFxMEWDj6aDvlF_qwrUhgjW3c_Mm0DL32KSLUnOLyQYc2GslH5STRQdr,35865566,148526,406,2024-10-29 21:53:58,2024-10-29 21:54:39,2024-10-29 21:54:45,,2024-10-29 21:53:58,yes,tesla,,,,,,,,,,,,,,,,,,,,,,,,model_3,,,,,idk,model_3,tesla_model_3,2024-10-29 21:54:44
0jSefMU_72je5L3qJ-Gk8Wc5ayWAshNYHK05uLRccJ8zZNXN-k6NJQeWkWFlJC_6,35865572,148526,407,2024-10-29 21:53:59,2024-10-29 21:54:12,2024-10-29 21:54:12,,2024-10-29 21:53:59,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA_NA,2024-10-29 21:54:12
XNTqVPu3Tgpcz6QFi8dzLkIBdH-cYy6EVO2jCcBtddZ2YiEWzhuANftKqgn-h2sc,35865573,148526,408,2024-10-29 21:53:59,2024-10-29 21:54:16,2024-10-29 21:54:17,,2024-10-29 21:53:59,yes,ford,,,,,,f_150_lightning,,,,,,,,,,,,,,,,,,,,,,,2020,f_150_lightning,ford_f_150_lightning,2024-10-29 21:54:17
