session,session_id,study_id,created,modified,ended,expired,time_1_start,user_car_1,user_car_2,user_bev,default_range,mc_commute,mc_commute_method,mc_commute_days,mc_distance,mc_parking,txt_parking,mc_neighbor,mc_max_range,mc_umc,txt_smc,mc_lv2_charger,user_range,mc_home_charge,mc_home_days,mc_home_hours,mc_work_charge,mc_work_days,mc_work_hours,time_1_end,mc_car_number,has_bev,plan_bev
VwSffIBvwdelkea6ujkBJDBMhPpo6v3p9kIBSSadjzdJ-2SHlaL8Hwjqs63HH8x5,35549963,141363,2024-10-02 15:42:35,2024-10-02 15:44:34,2024-10-02 15:44:34,,2024-10-02 15:42:35,tesla_model_y,mercedes_benz_glc_class,tesla_model_y,300,no,,,10_to_30,private_garage,,not_sure,250,app,,yes,250,yes,4,more_than_8,no,,,2024-10-02 15:44:34,2,yes,
loNqeKic6IYBju7rrbqiAJGE8CnonaozFEfCnTwdOKYxagTvpOOUoedHLQ5aDPQD,35549989,141363,2024-10-02 15:43:15,2024-10-02 15:52:22,2024-10-02 15:52:22,,2024-10-02 15:43:15,infiniti_qx_50,tesla_model_3,tesla_model_3,300,yes,by_car,4,51_to_100,private_garage,,no,350,no,,yes,350,yes,4,less_than_3,no,,,2024-10-02 15:52:22,3,yes,
66bKiMmkN8tdT_tkbLS6bQSsZcoVGgR1O3K6E7vDuc8s-cJTlBlUODIqEHZ_dn_H,35549997,141363,2024-10-02 15:43:42,2024-10-02 15:45:35,2024-10-02 15:45:35,,2024-10-02 15:43:42,mazda_cx_5,NA_NA,tesla_model_3,300,yes,by_car,4,10_to_30,private_garage,,yes,250,app,,yes,250,yes,3,more_than_8,no,,,2024-10-02 15:45:35,1,no,yes
s4ViK31rcd1quLdtj0-YKNqqpRKxXrrfINYVfEJQa3bYz0M02SolDsLTQVunWni2,35550131,141363,2024-10-02 15:50:12,2024-10-02 15:52:05,2024-10-02 15:52:05,,2024-10-02 15:50:12,tesla_model_3,tesla_model_y,tesla_model_3,300,no,,,below_10,private_garage,,yes,300,app,,yes,300,yes,7,more_than_8,no,,,2024-10-02 15:52:05,2,yes,
Gd3qi-Em7D9VAXDKQIpRMg5VAQng3k7j-kY_epqiE-lyo1xRywhlXt9nYTRe_WlG,35550149,141363,2024-10-02 15:51:35,2024-10-02 15:53:33,2024-10-02 15:53:33,,2024-10-02 15:51:35,tesla_model_y,ford_expedition_el,tesla_model_y,300,yes,by_car,5,10_to_30,private_garage,,yes,300,app,,yes,300,yes,7,3_to_5,no,,,2024-10-02 15:53:33,3,yes,
hoMNG_Z1LEJg4IuChJgeoO1hAILrI7xYmE_9rE7ciV1-YO0eJCmnQCSW67BAL7-0,35550188,141363,2024-10-02 15:53:16,2024-10-02 15:55:14,2024-10-02 15:55:14,,2024-10-02 15:53:16,tesla_model_s,ford_f_150,tesla_model_s,300,no,,,31_to_50,private_garage,,not_sure,350,no,,yes,350,yes,5,more_than_8,no,,,2024-10-02 15:55:14,4,yes,
_-16WUxtqLDTd27xr3w19OjE8ziL_F1wgYcaIdlVMFgAaiXpIjgm3dtMnIzgvJKP,35550217,141363,2024-10-02 15:53:51,2024-10-02 15:59:54,2024-10-02 15:59:55,,2024-10-02 15:53:51,tesla_model_x,NA_NA,tesla_model_x,300,yes,by_car,5,31_to_50,private_garage,,yes,350,app,,yes,350,yes,3,less_than_3,no,,,2024-10-02 15:59:54,1,yes,
_6-GPndPhD-Liq3iuO-2jfcE98P0anjD-7cEONFo_y9IAwaH8wRzMgasWmymhMRY,35550247,141363,2024-10-02 15:55:16,2024-10-02 15:57:15,2024-10-02 15:57:15,,2024-10-02 15:55:16,tesla_model_3,bmw_3_series,tesla_model_3,300,yes,by_car,5,below_10,private_garage,,not_sure,300,no,,no,300,yes,5,more_than_8,no,,,2024-10-02 15:57:15,2,yes,
E4iYyp7cH4Fk4DilUjRnaSChr8-QoX322bXxRXhTQ0gqRxxzM3IGu6AAcoXzhKDi,35550338,141363,2024-10-02 15:59:02,2024-10-02 16:00:46,2024-10-02 16:00:46,,2024-10-02 15:59:03,nissan_leaf,NA_NA,nissan_leaf,150,no,,,below_10,driveway,,no,250,no,,no,250,yes,2,more_than_8,no,,,2024-10-02 16:00:46,1,yes,
rssn1OvQDGy7pyZ_8RJvd-IO9YUvoNTipYiJijwFghlj3YBND9RgDBg8Jk3M0ceE,35550345,141363,2024-10-02 15:59:05,2024-10-02 16:01:04,2024-10-02 16:01:04,,2024-10-02 15:59:06,ford_f_150_lightning,NA_NA,ford_f_150_lightning,300,yes,by_car,6,51_to_100,private_garage,,yes,350,app,,yes,350,yes,2,3_to_5,yes,1,less_than_3,2024-10-02 16:01:04,1,yes,
vFNasgfdFwFJ4w-817G0fhzkvg1xG47GeBptX5AtR7J-kwBdw6qZxBfs_wWhEJya,35550406,141363,2024-10-02 16:00:46,2024-10-02 16:02:05,2024-10-02 16:02:06,,2024-10-02 16:00:46,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,4,31_to_50,private_garage,,yes,350,app,,yes,350,yes,2,3_to_5,no,,,2024-10-02 16:02:05,1,yes,
PP-OxL9fuLHFre18q6JVtuUk7u59ucWYER3apyVjVRxSOvC9NueMgy5QMoURufWf,35550440,141363,2024-10-02 16:03:14,2024-10-02 16:03:34,,,2024-10-02 16:03:14,tesla_model_x,tesla_model_y,tesla_model_x,300,,,,,,,,,,,,,,,,,,,,2,yes,
-wI56tAUeiSlcSux_ePXVq3kZZ88apprGUMY5KXHpoX959Rueql7M-fvXZ07srHj,35550444,141363,2024-10-02 16:03:21,2024-10-02 16:05:58,2024-10-02 16:05:58,,2024-10-02 16:03:21,ferrari_california,NA_NA,audi_e_tron,200,yes,by_car,6,10_to_30,shared_garage,,yes,100,app,,yes,100,yes,6,5_to_8,no,,,2024-10-02 16:05:58,1,no,yes
bvM7t0RctaSyQWV_q98jj8kOXawRQNbE0RrI0Ci50UaYlNW6xg5c38d1j_ajcQIT,35550490,141363,2024-10-02 16:05:30,2024-10-02 16:08:14,2024-10-02 16:08:14,,2024-10-02 16:05:31,nissan_leaf,toyota_prius,nissan_leaf,150,no,,,10_to_30,private_garage,,not_sure,200,app,,yes,200,yes,2,more_than_8,no,,,2024-10-02 16:08:14,2,yes,
iDUHRQxlQikRcQsVoFimOh1rqOkB5iYMOPSjgs0VFLzAu6uT-AMkOARErLSEEuTc,35550532,141363,2024-10-02 16:07:54,2024-10-02 16:10:06,2024-10-02 16:10:06,,2024-10-02 16:07:54,honda_cr_z,NA_NA,tesla_model_s,300,yes,by_car,4,51_to_100,private_garage,,yes,400,app,,yes,400,yes,1,3_to_5,no,,,2024-10-02 16:10:06,1,no,yes
dm1GdCbevaRQ5LJnYwGwkwkYtOn-PZDV8LAVnoSd1F7x9hhP5Y-OzpaGNytNiX-M,35550569,141363,2024-10-02 16:09:08,2024-10-02 16:10:44,2024-10-02 16:10:44,,2024-10-02 16:09:08,ford_escape,NA_NA,bmw_i_4,250,yes,by_car,6,31_to_50,shared_garage,,yes,350,smc,Ford,yes,350,yes,6,3_to_5,yes,5,3_to_5,2024-10-02 16:10:44,1,no,yes
djWheLY-Ua1jiJQKu_9yEBo-GsshHkYylJMjjFZIRvFi8r4DvN1AD5BbJHOx6FK_,35550629,141363,2024-10-02 16:11:33,2024-10-02 16:12:56,2024-10-02 16:12:56,,2024-10-02 16:11:33,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,yes,"by_car, by_bus, by_walk",4,below_10,street,,not_sure,300,no,,no,300,no,,,yes,2,5_to_8,2024-10-02 16:12:56,1,yes,
T66r7xCKSa8XQ8nZH-QK6v55AEoItDpBnMldxQ35x0QAzCZlGE5ph80GLrjmQrkc,35550686,141363,2024-10-02 16:15:39,2024-10-02 16:17:11,2024-10-02 16:17:11,,2024-10-02 16:15:40,chevrolet_equinox,NA_NA,chevrolet_blazer_ev,300,yes,by_bus,,below_10,shared_garage,,not_sure,300,no,,no,300,no,,,yes,1,3_to_5,2024-10-02 16:17:11,1,no,yes
xkbSRyFrgRgiAAm-C5A_xBiNigAwiS50BgGssP3voaTbDChT90jckM6hIBkWokwG,35550702,141363,2024-10-02 16:16:08,2024-10-02 16:18:41,2024-10-02 16:18:41,,2024-10-02 16:16:08,tesla_model_s,NA_NA,tesla_model_s,300,no,,,below_10,private_garage,,no,400,app,,yes,400,yes,7,less_than_3,no,,,2024-10-02 16:18:41,1,yes,
W7th8w6bcJ74diE4ycAUYmXp2oyqbleBO22XOAdyj2s21xZNIh4qKpZR4l6Fekhd,35550759,141363,2024-10-02 16:19:38,2024-10-02 16:20:52,2024-10-02 16:20:53,,2024-10-02 16:19:38,mazda_cx_9,volkswagen_beetle,volkswagen_id_4,250,yes,by_car,5,10_to_30,shared_lot,,no,400,app,,yes,400,yes,7,5_to_8,yes,5,less_than_3,2024-10-02 16:20:53,2,no,yes
b8pYBcJJ7s5CVBCxclBu3lawLw_483a5YMjClCoZwea1Ozsf12kkavfHQHHz0yF8,35550905,141363,2024-10-02 16:29:47,2024-10-02 16:31:15,2024-10-02 16:31:15,,2024-10-02 16:29:47,bmw_i_4,NA_NA,bmw_i_4,250,no,,,below_10,street,,yes,250,app,,no,250,no,,,no,,,2024-10-02 16:31:15,1,yes,
M6wmqUUKsWU7RP7ZIqAFZZ3zgrElrERf55f79DLr3c8bbBk_MgdqTA5PWoZ65QSq,35550924,141363,2024-10-02 16:31:27,2024-10-02 16:33:04,2024-10-02 16:33:05,,2024-10-02 16:31:28,tesla_model_3,lexus_nx,tesla_model_3,300,yes,by_car,6,10_to_30,private_garage,,yes,200,app,,no,200,yes,2,more_than_8,no,,,2024-10-02 16:33:04,2,yes,
-rJctlZ4nmIBUTUbd6THu5te4bid027bxXRkl644_T1YnjDvD9fIUuQ0FMtJCBMH,35550994,141363,2024-10-02 16:36:39,2024-10-02 16:38:13,2024-10-02 16:38:13,,2024-10-02 16:36:39,hyundai_ioniq_6,nissan_leaf,hyundai_ioniq_6,300,yes,by_car,5,10_to_30,driveway,,yes,350,app,,no,350,no,,,no,,,2024-10-02 16:38:13,2,yes,
KgM-tjuWzRInu_aDvlGuXOynHZKVx629lY--2CJMvj_ZHozvUvuOd1SijFHeu26g,35551003,141363,2024-10-02 16:37:32,2024-10-02 16:39:50,2024-10-02 16:39:50,,2024-10-02 16:37:32,tesla_model_y,NA_NA,tesla_model_y,300,no,,,10_to_30,private_garage,,yes,300,no,,yes,300,yes,2,more_than_8,no,,,2024-10-02 16:39:50,1,yes,
aMPkWo6eB53z-Oz3RhBXbtXJWznmrNT2em__HVpVNhhpUNazJ_pLukGhZCfYsw46,35551012,141363,2024-10-02 16:38:01,2024-10-02 16:39:29,2024-10-02 16:39:30,,2024-10-02 16:38:01,audi_q_8_e_tron,tesla_model_s,audi_q_8_e_tron,300,yes,"by_car, by_bus, by_train",6,31_to_50,private_garage,,yes,500,app,,yes,500,yes,5,3_to_5,yes,5,3_to_5,2024-10-02 16:39:30,2,yes,
S2n5YPrh5Hc-Z7j_wNj1nrHqhOaODO0vJOOzl1GdQNB7POjXYko5MTcgfR7dZOod,35551020,141363,2024-10-02 16:38:20,2024-10-02 16:39:35,2024-10-02 16:39:36,,2024-10-02 16:38:20,tesla_model_x,NA_NA,tesla_model_x,300,yes,by_car,7,51_to_100,private_garage,,yes,400,app,,yes,400,yes,7,3_to_5,yes,4,3_to_5,2024-10-02 16:39:36,1,yes,
S86Nsj2etgvJspPup012bUE6ydQklJ0JSMDreaAgW1iuu_NX2xdXCrwYVJdSvRgj,35551031,141363,2024-10-02 16:39:17,2024-10-02 16:41:42,2024-10-02 16:41:42,,2024-10-02 16:39:17,bmw_2_series,lexus_es,tesla_model_s,300,yes,by_car,5,over_100,private_garage,,yes,500,smc,Electrify America ,no,500,yes,5,3_to_5,no,,,2024-10-02 16:41:42,2,no,yes
NZfTJ0rd3xkmAakEBgNakwR1ag9aMYgj0Ua7RMnLGazA4RssOq4e7ByoVBuqTIsE,35551146,141363,2024-10-02 16:45:59,2024-10-02 16:51:09,2024-10-02 16:51:10,,2024-10-02 16:45:59,jeep_gladiator,NA_NA,chevrolet_blazer_ev,300,yes,by_car,5,51_to_100,private_garage,,yes,500,app,,yes,500,yes,4,3_to_5,no,,,2024-10-02 16:51:10,1,no,yes
Hvhwmu35sl795FdABzCZq5yJ97EMWC46rfuMN8ZL01gk0UwyuxLq7AI4oSkH38bA,35551164,141363,2024-10-02 16:47:05,2024-10-02 16:48:03,2024-10-02 16:48:03,,2024-10-02 16:47:06,tesla_model_y,NA_NA,tesla_model_y,300,no,,,51_to_100,private_garage,,no,350,app,,yes,350,yes,7,3_to_5,no,,,2024-10-02 16:48:03,1,yes,
MoG_6KlzpXUnM34bO1TMSthxqy0_wQ9FbV1VdNp9RscOAD4e5vFgWAQYd1wLYWAD,35551205,141363,2024-10-02 16:49:59,2024-10-02 16:52:02,2024-10-02 16:52:03,,2024-10-02 16:49:59,nissan_leaf,honda_civic,nissan_leaf,150,no,,,10_to_30,driveway,,yes,150,no,,yes,150,yes,2,3_to_5,no,,,2024-10-02 16:52:03,2,yes,
i4Qk5EKPDlKnzVKcNEdGPz3bPg8XiQw0B36kD0h_zxVaNlWSd2lBcIMMvnzbiD9k,35551213,141363,2024-10-02 16:50:11,2024-10-02 16:51:40,2024-10-02 16:51:40,,2024-10-02 16:50:11,tesla_model_x,honda_cr_v,tesla_model_x,300,yes,by_car,4,31_to_50,private_garage,,yes,300,app,,no,300,yes,6,5_to_8,no,,,2024-10-02 16:51:40,2,yes,
0poDpRVA-IqjWGI_JABp3Xa5MLxgBexuy03IPLu5X7yytYYloiCwT1Y1d2bzUWU0,35551248,141363,2024-10-02 16:51:16,2024-10-02 16:58:35,2024-10-02 16:58:35,,2024-10-02 16:51:16,hyundai_ioniq_6,NA_NA,hyundai_ioniq_6,300,yes,by_car,3,31_to_50,private_garage,,yes,350,app,,no,350,yes,2,more_than_8,no,,,2024-10-02 16:58:35,1,yes,
uVA31eIy5ErJuh2jtVCuJbu5AK6DcKf6z5DoRqG2lLwkCHZ0QRU6-ezfr1VgjuLC,35551411,141363,2024-10-02 17:02:06,2024-10-02 17:04:01,2024-10-02 17:04:01,,2024-10-02 17:02:06,rivian_r_1_t,polestar_2,rivian_r_1_t,350,no,,,10_to_30,private_garage,,not_sure,300,app,,yes,300,yes,7,5_to_8,no,,,2024-10-02 17:04:01,3,yes,
p2BOt2taK6oPtS3FWfnxyDwbfYT36pEztEiMPwzkIE98y3J4BT8FazUmLy3LK_4_,35551444,141363,2024-10-02 17:04:19,2024-10-02 17:09:23,2024-10-02 17:09:23,,2024-10-02 17:04:19,tesla_model_y,lexus_nx_300,tesla_model_y,300,no,,,10_to_30,shared_garage,,no,300,no,,yes,300,yes,3,more_than_8,no,,,2024-10-02 17:09:23,2,yes,
7cRmRSEN6c9AR0emMkO3DxA18_hvDCainTOsgwzv0Iwcd507no3ZNobfWhkX2T_s,35551523,141363,2024-10-02 17:12:20,2024-10-02 17:15:12,2024-10-02 17:15:12,,2024-10-02 17:12:20,tesla_model_y,kia_sportage,tesla_model_y,300,yes,by_car,5,31_to_50,private_garage,,yes,300,no,,yes,300,yes,5,more_than_8,no,,,2024-10-02 17:15:12,2,yes,
5ggz0nWTTWkSeZzcEVy9UEusaxs4w75VY-qwJmMLyS8xQoVyh6SPaDIBfqAsg_Ns,35551588,141363,2024-10-02 17:19:43,2024-10-02 17:21:38,2024-10-02 17:21:38,,2024-10-02 17:19:43,kia_ev_6,infiniti_m_35,kia_ev_6,250,no,,,10_to_30,private_garage,,yes,250,app,,yes,250,yes,2,more_than_8,no,,,2024-10-02 17:21:38,2,yes,
1myb_jgMQv_4iCCaIMkBLNVTIkUBk2CpuEaT91GXRnw2XbiLS-gyW5LUVxzW2wX2,35551709,141363,2024-10-02 17:31:25,2024-10-02 17:33:12,2024-10-02 17:33:13,,2024-10-02 17:31:25,hyundai_kona_electric,hyundai_elantra,hyundai_kona_electric,250,no,,,10_to_30,private_garage,,yes,250,no,,yes,250,yes,1,5_to_8,no,,,2024-10-02 17:33:13,2,yes,
VOm8zpb1B4eBNcyA3XeMGKMvls6vXNPQ814TUDgVcc-qZ7N7Q7NtYmkcUn4h5zvf,35551714,141363,2024-10-02 17:31:38,2024-10-02 17:53:44,2024-10-02 17:53:44,,2024-10-02 17:31:38,tesla_model_y,NA_NA,tesla_model_y,300,yes,by_car,6,10_to_30,private_garage,,yes,200,app,,yes,200,yes,2,less_than_3,yes,1,less_than_3,2024-10-02 17:53:44,1,yes,
A4UDEH2I7zWQgNWPV6Y0QXCTpaBqZKBPoTnbdfL5y9VE7O1OoJ46Vv0VxwC9qdfa,35551734,141363,2024-10-02 17:32:46,2024-10-02 18:27:22,2024-10-02 18:27:23,,2024-10-02 17:32:46,tesla_model_s,chevrolet_impala,tesla_model_s,300,no,,,below_10,private_garage,,not_sure,300,app,,yes,300,yes,3,more_than_8,yes,3,more_than_8,2024-10-02 18:27:23,2,yes,
zVnflG4lycwQB3xY6r1RdU6jV4CMHnvq1sGA-HLhp7ssRbqpZq0Gzi-f8qyxEI0S,35551737,141363,2024-10-02 17:32:59,2024-10-02 17:35:00,2024-10-02 17:35:01,,2024-10-02 17:32:59,tesla_model_y,honda_cr_v,tesla_model_y,300,no,,,31_to_50,private_garage,,yes,300,app,,yes,300,yes,5,more_than_8,no,,,2024-10-02 17:35:01,2,yes,
5EkSVRHPMArQG8kxl8fiFnQFb7m4jEGhBEo3enAlwdPlEPcThBiVlyFibJbjepJu,35551800,141363,2024-10-02 17:37:04,2024-10-02 17:41:18,2024-10-02 17:41:19,,2024-10-02 17:37:04,hyundai_kona_electric,NA_NA,hyundai_kona_electric,250,no,,,31_to_50,driveway,,no,300,no,,no,300,yes,3,more_than_8,no,,,2024-10-02 17:41:18,1,yes,
Y5FBG42DHsTtDbqBhj_nT3TgWHrqKgoMu18_yX2tFmT3-sErO3OQV8TyGWxdvI4F,35551813,141363,2024-10-02 17:38:23,2024-10-02 17:41:31,2024-10-02 17:41:31,,2024-10-02 17:38:23,tesla_model_s,NA_NA,tesla_model_s,300,yes,by_car,5,below_10,private_garage,,yes,350,app,,yes,350,yes,5,3_to_5,no,,,2024-10-02 17:41:31,1,yes,
dNxugczI6Zf-NGUk4Z1wqT1CDeY9BU0kD2aqzwGCXUtWM9ozNU6V0dDqnGbem860,35551830,141363,2024-10-02 17:40:22,2024-10-02 17:41:52,2024-10-02 17:41:52,,2024-10-02 17:40:22,hyundai_ioniq_5,NA_NA,hyundai_ioniq_5,250,no,,,below_10,driveway,,yes,300,app,,yes,300,yes,1,3_to_5,no,,,2024-10-02 17:41:52,1,yes,
QM6gr65gUEsfhr854hmTBEm9DC2KB3NGNAFCpnO6hWzWfMGlJ3OnigDvLFL6kLJs,35551907,141363,2024-10-02 17:44:36,2024-10-02 17:47:00,2024-10-02 17:47:00,,2024-10-02 17:44:36,bmw_i_4,bmw_5_series,bmw_i_4,250,no,,,31_to_50,private_garage,,not_sure,250,app,,no,250,yes,1,5_to_8,no,,,2024-10-02 17:47:00,2,yes,
qZGnHHFN68bGbjik1QilLcBNJc3HB04AAPPLK7VfnlxikFwJ4BpctX1VZVUdSbAF,35551912,141363,2024-10-02 17:44:49,2024-10-02 17:48:00,2024-10-02 17:48:00,,2024-10-02 17:44:49,cadillac_lyriq,cadillac_xt_5,cadillac_lyriq,300,no,,,no,driveway,,yes,300,no,,yes,300,yes,7,more_than_8,no,,,2024-10-02 17:48:00,2,yes,
6jjeIk6STu6EDeKL6yL1FmBfy1An_Jq4t_d3iByH7-YyTPAOF5KvHDijGuY_8obW,35552020,141363,2024-10-02 17:50:47,2024-10-02 17:52:31,2024-10-02 17:52:31,,2024-10-02 17:50:48,honda_cr_v,tesla_model_3,tesla_model_3,300,yes,by_car,5,10_to_30,driveway,,yes,300,app,,yes,300,yes,5,3_to_5,no,,,2024-10-02 17:52:31,2,yes,
_xXoaOEUkiXVhlQi1nzJAKTxUrPNWyjfYS0wurVfP9-0Hm547DM_qIq2EYHEvf4Q,35552124,141363,2024-10-02 17:53:05,2024-10-02 17:56:06,2024-10-02 17:56:06,,2024-10-02 17:53:05,kia_ev_6,ford_fusion_plug_in_hybrid,kia_ev_6,250,yes,by_car,3,10_to_30,driveway,,not_sure,300,app,,yes,300,yes,1,less_than_3,yes,2,5_to_8,2024-10-02 17:56:06,3,yes,
TED32hqpqj1Xsb8mtk6Yuxrn4V0hMspSqaQ6rn2_eBJ3aPimzLSZEjVyPuALP4_l,35552178,141363,2024-10-02 17:55:04,2024-10-02 17:57:01,2024-10-02 17:57:01,,2024-10-02 17:55:04,volkswagen_id_4,lincoln_corsair,volkswagen_id_4,250,yes,by_car,2,10_to_30,private_garage,,no,250,app,,yes,250,yes,2,5_to_8,no,,,2024-10-02 17:57:01,2,yes,
_xpQlbT4OPA3VjvWffeVIAopOVUnbpF17lM2uvbrxoejbVS5CmWnDy167HgjXIjY,35552218,141363,2024-10-02 17:56:39,2024-10-02 18:00:13,2024-10-02 18:00:13,,2024-10-02 17:56:40,tesla_model_3,NA_NA,tesla_model_3,300,yes,by_car,5,below_10,private_garage,,yes,idk,app,,no,300,yes,1,more_than_8,no,,,2024-10-02 18:00:13,1,yes,
lsDCda3dkSl8Ogo4NXY26HHsjQGaMoNx06HBgM7ua043zCpCqv7_erSQSGdNE86W,35552229,141363,2024-10-02 17:57:10,2024-10-02 18:00:03,2024-10-02 18:00:03,,2024-10-02 17:57:10,chevrolet_bolt_ev,NA_NA,chevrolet_bolt_ev,250,yes,by_car,3,below_10,driveway,,yes,250,no,,yes,250,yes,1,3_to_5,no,,,2024-10-02 18:00:03,1,yes,
h4W4kd-RgkvBMNOrl3Lu85o4WNqoKR0VASY1Ym-WdgH37ec_-jUAMubG_DnB0m9-,35552352,141363,2024-10-02 18:02:27,2024-10-02 18:03:59,2024-10-02 18:03:59,,2024-10-02 18:02:27,audi_q_4_e_tron,NA_NA,audi_q_4_e_tron,250,yes,by_car,5,31_to_50,private_garage,,not_sure,350,app,,no,350,yes,4,3_to_5,yes,1,less_than_3,2024-10-02 18:03:59,1,yes,
WIPxllBaPO4bW4GSbPDzkZfdxNNQD0sUbuWa5Z8VD_7hJ6ODU4JL_TkQlfMYWg7G,35552402,141363,2024-10-02 18:05:14,2024-10-02 18:06:44,2024-10-02 18:06:45,,2024-10-02 18:05:14,tesla_model_y,nissan_pathfinder,tesla_model_y,300,no,,,below_10,driveway,,yes,300,app,,yes,300,yes,1,less_than_3,no,,,2024-10-02 18:06:45,2,yes,
QYkqhKzqj7JrMdHfExybE-ly07NCblJYmidXpdp0krFv94dxY0KeGZgVlK4vLSJA,35552455,141363,2024-10-02 18:06:35,2024-10-02 18:08:20,2024-10-02 18:08:21,,2024-10-02 18:06:35,tesla_model_3,chevrolet_trax,tesla_model_3,300,no,,,below_10,private_garage,,yes,250,app,,yes,250,yes,5,more_than_8,no,,,2024-10-02 18:08:20,2,yes,
N0NheX72x1CRqXA-Uw4ZZad2wKIyMcp27ozlUu5wpOx7JJJpeF8TA77RCiT2zkms,35552467,141363,2024-10-02 18:07:17,2024-10-02 18:08:24,2024-10-02 18:08:25,,2024-10-02 18:07:17,rivian_r_1_s,honda_civic,rivian_r_1_s,300,yes,by_car,3,10_to_30,driveway,,yes,300,app,,yes,300,yes,4,5_to_8,no,,,2024-10-02 18:08:24,4,yes,
hzDOrqa0Tz0qo04C9Y0ZAGunG_AqIfQdnCC0fDXAVWWVzxN3m7BtV3wIF5Qe6NNx,35552615,141363,2024-10-02 18:15:37,2024-10-02 18:18:03,2024-10-02 18:18:04,,2024-10-02 18:15:37,tesla_model_y,toyota_camry,tesla_model_y,300,yes,by_car,5,31_to_50,private_garage,,no,300,app,,yes,300,no,,,yes,3,3_to_5,2024-10-02 18:18:03,3,yes,
tWkon1zK4xTz7PQReE3nGoKm5Lapn_pxWZfxcFOJSQ0eIYgobXdrHA9PcOr1dtVJ,35552679,141363,2024-10-02 18:20:23,2024-10-02 18:21:40,2024-10-02 18:21:41,,2024-10-02 18:20:23,tesla_model_y,jeep_liberty,tesla_model_y,300,no,,,10_to_30,private_garage,,no,300,app,,yes,300,yes,3,more_than_8,no,,,2024-10-02 18:21:41,4,yes,
Xz4bvpnzKnkfQP6W71zGzKgsUwIXLcFhzVZhJAJQscxx0sPmjcuVpDjQiemVAPm2,35552697,141363,2024-10-02 18:21:49,2024-10-02 18:25:41,2024-10-02 18:25:42,,2024-10-02 18:21:49,kia_ev_6,toyota_camry,kia_ev_6,250,no,,,10_to_30,driveway,,yes,400,app,,yes,400,yes,1,3_to_5,no,,,2024-10-02 18:25:41,3,yes,
SVVhlj7Nmo9qY-m8lrghRZe3jzjoD5sVc7WVqm9CSKVhZnSNzX0YBnwCtZmlzMvH,35552700,141363,2024-10-02 18:21:51,2024-10-02 18:25:43,2024-10-02 18:25:43,,2024-10-02 18:21:51,tesla_model_3,toyota_land_cruiser,tesla_model_3,300,no,,,31_to_50,private_garage,,not_sure,350,no,,yes,350,yes,2,more_than_8,no,,,2024-10-02 18:25:43,2,yes,
NhEF8rKmWn7VNvFXe-ISJ6NlMPtYMMrRxrr4p1aJR-DslbuJsc6p3uxkCA1aTDFV,35552795,141363,2024-10-02 18:26:49,2024-10-02 18:29:15,2024-10-02 18:29:16,,2024-10-02 18:26:50,hyundai_ioniq_electric,toyota_camry,hyundai_ioniq_electric,150,no,,,below_10,private_garage,,yes,150,no,,no,150,yes,3,more_than_8,no,,,2024-10-02 18:29:15,2,yes,
AS19donjWMMwx59xHL6vL2M5fPkWp2WrnvL1IOCpaI9w3j79Wv7MNPBlzhL6eJdM,35552832,141363,2024-10-02 18:29:22,2024-10-02 18:37:20,2024-10-02 18:37:20,,2024-10-02 18:29:22,tesla_model_y,tesla_model_3,tesla_model_y,300,no,,,10_to_30,private_garage,,no,350,no,,yes,350,yes,3,less_than_3,no,,,2024-10-02 18:37:20,2,yes,
vQnwaKixuaE5Su8BAOrZXmh0-n7Uk2xFMDCL37eipOj8xFXlPy6ctdoF2CjD7N4C,35552852,141363,2024-10-02 18:30:10,2024-10-02 18:32:29,2024-10-02 18:32:29,,2024-10-02 18:30:10,chevrolet_bolt_euv,chevrolet_trailblazer,chevrolet_bolt_euv,250,yes,by_car,5,51_to_100,private_garage,,not_sure,250,no,,yes,250,yes,3,more_than_8,no,,,2024-10-02 18:32:29,2,yes,
0W6n4oLnThqk-ImajKJme-7CIzkSWSlVRO-OsI4ugcmlVS6GgQ4zyqJWV8okQOCc,35552922,141363,2024-10-02 18:34:13,2024-10-02 18:37:07,2024-10-02 18:37:07,,2024-10-02 18:34:13,tesla_model_3,chevrolet_tahoe,tesla_model_3,300,no,,,10_to_30,private_garage,,yes,250,app,,no,250,yes,5,more_than_8,no,,,2024-10-02 18:37:07,2,yes,
9jcAWP5J35YdJCm8Cs4UTHylNKRGg-uJwaVqfg9xIihDhw7KKme7EFMKGS_D0U3a,35552935,141363,2024-10-02 18:35:35,2024-10-02 18:44:49,2024-10-02 18:44:50,,2024-10-02 18:35:35,ford_mustang_mach_e,lexus_nx_200_t,ford_mustang_mach_e,250,no,,,10_to_30,private_garage,,yes,250,no,,yes,250,yes,1,more_than_8,no,,,2024-10-02 18:44:50,2,yes,
p08MdmDuX8rCtbJzrlChqteKeNR8II-m1SZukkZOc9G5VkKsdfRRw3vh83Ks2pRC,35552941,141363,2024-10-02 18:35:39,2024-10-02 18:37:30,2024-10-02 18:37:30,,2024-10-02 18:35:39,cadillac_lyriq,toyota_camry_solara,cadillac_lyriq,300,no,,,10_to_30,private_garage,,not_sure,300,no,,yes,300,yes,3,more_than_8,no,,,2024-10-02 18:37:30,2,yes,
