session,session_id,study_id,iteration,created,modified,ended,expired,time_4a_start,mc_v2g,mc_v2g_charger,txt_v2g_pay,completion_code,txt_feedback_1,time_4a_end
mWV6BFFzU4d-b-hCgZu3H3VF6s55fD3Hu-YOXynHKmr6SULKTaqkWXk0exzNI2_X,35557859,141366,396,2024-10-03 01:48:41,2024-10-03 01:49:25,2024-10-03 01:49:25,,2024-10-03 01:48:41,no,,,274288,,2024-10-03 01:49:25
qVA9eHuJ_ehXJxyVC58nf0234p_c3qrNJ5ZtKbdtz7WWzeCiCWZbDbEsGjUz0OOV,35557964,141366,397,2024-10-03 02:16:21,2024-10-03 02:17:02,2024-10-03 02:17:03,,2024-10-03 02:16:21,yes,yes,50,299454,,2024-10-03 02:17:03
4TT3v44f9EHcgMfjLpipIukve26i1uC76fs6ZjEteFD8e9n-j7Y5_8Cn12Z0ipRQ,35557975,141366,398,2024-10-03 02:20:04,2024-10-03 02:21:01,2024-10-03 02:21:01,,2024-10-03 02:20:04,no,,,980669,I thought it was very interesting,2024-10-03 02:21:01
9ZXQvnSM3Snlu4bXspd7bdlh-JwI-rQE1jLjOU4zGNfLyaH1iCy8TfKknvCTJ9bJ,35557998,141366,399,2024-10-03 02:28:20,2024-10-03 02:29:46,2024-10-03 02:29:48,,2024-10-03 02:28:20,yes,no,,619888,,2024-10-03 02:29:47
ivhKgOjEX9sbVGJdLhDfeJph9OAQ0K5k04AcF4aXACr-OqJEJ8R4pAr71NQBu4fJ,35558040,141366,400,2024-10-03 02:40:55,2024-10-03 02:41:20,2024-10-03 02:41:21,,2024-10-03 02:40:56,no,,,383070,,2024-10-03 02:41:20
bZUNh-oQ_HP9h72woUj9kdGEeu8ZAaf8ELIZ-eIoOyTQ-0YxaAV150gxc54qPEoB,35558106,141366,401,2024-10-03 02:54:50,2024-10-03 02:55:48,2024-10-03 02:55:49,,2024-10-03 02:54:50,no,,,400052,None ,2024-10-03 02:55:48
pJkft32iVUq_8e6DjHvm7YFbEQ2G3_AcJ3dJp_eYx2bu3aPZEjyGI-f-BUXuq6gF,35558108,141366,402,2024-10-03 02:55:03,2024-10-03 02:55:34,2024-10-03 02:55:34,,2024-10-03 02:55:03,yes,yes,40,306420,,2024-10-03 02:55:34
HEknKD_wcCBdl6ThSghoc7MNR0uybxahyNF6Y3Mn38aU0hpM4s7MPP9KvkW46jG9,35558111,141366,403,2024-10-03 02:55:29,2024-10-03 02:55:57,2024-10-03 02:55:58,,2024-10-03 02:55:29,no,,,858256,,2024-10-03 02:55:57
sPKn1nUzrtEEEFHMU_u6HXWKU0z-Tw-oSAcJPDtAFCr9YyiGAJ52zyy2JSouuU1F,35558143,141366,404,2024-10-03 02:57:47,2024-10-03 02:59:32,2024-10-03 02:59:34,,2024-10-03 02:57:47,yes,no,,163528,,2024-10-03 02:59:34
9Kb6wnv8ePPxAfYCf-Sbsgp22Da96Mwnx1Lo8qWRnxRp72PXy4R5z_r4cXzM1Nfb,35558152,141366,405,2024-10-03 03:00:46,2024-10-03 03:01:09,2024-10-03 03:01:10,,2024-10-03 03:00:46,no,,,262782,,2024-10-03 03:01:10
2rV4tEAPbl0JjPCfS8QOLUivG1ahHOX414vLviQGzaDrU-xwsVSTE_MgTG_Lj2Ld,35558163,141366,406,2024-10-03 03:02:27,2024-10-03 03:02:53,2024-10-03 03:02:54,,2024-10-03 03:02:27,yes,yes,200,580154,,2024-10-03 03:02:53
bv6j_L4mC3eBx09axHjxhjRmFosoQ-WfL4nNanlBhOhMl4_Z1oX1dpq4-vLRXPD5,35558211,141366,407,2024-10-03 03:11:46,2024-10-03 03:13:08,2024-10-03 03:13:09,,2024-10-03 03:11:47,yes,yes,200,891342,,2024-10-03 03:13:09
hmbAquFQUEgpwCdRmrA1XZBIzh-K5f9WA1-pP_6G94ysDwo_cFUn-Iexb4txWwdE,35558358,141366,408,2024-10-03 03:52:15,2024-10-03 03:52:51,2024-10-03 03:52:52,,2024-10-03 03:52:15,yes,yes,100,387630,,2024-10-03 03:52:51
jFGPJUM8BlTKGXqxN0YU1tKYq5Qq6D2G8ldR4-TV32o5q_ypi1uWfIw5XIxscTFQ,35558389,141366,409,2024-10-03 04:01:13,2024-10-03 04:01:48,2024-10-03 04:01:48,,2024-10-03 04:01:14,no,,,729896,,2024-10-03 04:01:48
2YMvBsw6u5-YDcAQQaeJzx6vaKaIt-PYsW0H_UhBlU-alqI1Z9YajTxW8QGC8AEg,35558425,141366,410,2024-10-03 04:11:47,2024-10-03 04:12:12,2024-10-03 04:12:12,,2024-10-03 04:11:48,no,,,835725,,2024-10-03 04:12:12
9LtRR-fq0WfqStO1ERMpxC2fK3oNoPVNYb8O8xNd6dS9GSgmIwzsaR-nTVKeh5SX,35558437,141366,411,2024-10-03 04:14:04,2024-10-03 04:15:30,2024-10-03 04:15:31,,2024-10-03 04:14:05,yes,no,,225889,,2024-10-03 04:15:31
ZduajFpKLEun7JCtYM4SahdP39ssQY2uhWmBJpgnE8MTwtcx8jpodZ9mzTwKSgUE,35558488,141366,412,2024-10-03 04:31:52,2024-10-03 04:32:09,2024-10-03 04:32:10,,2024-10-03 04:31:52,yes,yes,10000,794658,,2024-10-03 04:32:10
rQCCHptxh7FhL95wJZ-TTsWMEqJXx12PLReqNR2xenbJ5LWeEp-4trpnyOJxpw9a,35558564,141366,413,2024-10-03 04:47:34,2024-10-03 04:47:55,2024-10-03 04:47:56,,2024-10-03 04:47:35,yes,no,,182753,,2024-10-03 04:47:56
tKXMgVrqdkfeSEz1IUX5evqTiRey2T7Hi5TyX7e2DGNN2MnZ9jSQlw-ojPC_UmXz,35558582,141366,414,2024-10-03 04:53:58,2024-10-03 04:55:11,2024-10-03 04:55:13,,2024-10-03 04:54:02,no,,,570252,,2024-10-03 04:55:12
GLdKFo3Xg7MZonoc9RywZkBrMa2uwazXaGJIgz6m6TxE1A3M93qrgFCtd5ds5GZM,35558672,141366,415,2024-10-03 05:08:55,2024-10-03 05:09:25,2024-10-03 05:24:24,,2024-10-03 05:23:53,no,,,922195,,2024-10-03 05:24:23
F76-cpWb04U4oEv8xzcOeTDL3PXmBRAc-0l-N6y4XJCk6-dqdbuICopKuXUdLoo6,35558721,141366,416,2024-10-03 05:18:54,2024-10-03 05:19:14,2024-10-03 05:34:13,,2024-10-03 05:33:52,yes,yes,25,865231,,2024-10-03 05:34:13
btu1WDKcW-cVh6QU_zJrx78zF4qUo6uw0EozcLqzyiGp2m5yJDAC4-6C9LINwTOm,35558782,141366,417,2024-10-03 05:36:40,2024-10-03 05:52:58,2024-10-03 05:52:59,,2024-10-03 05:51:38,yes,yes,1000,961663,,2024-10-03 05:52:58
aub_wuDbgHla4y28weX9ZHWErRrKJvENGjcaLP-4aamEUgDRIqWWGx6QMYQMwegr,35558926,141366,418,2024-10-03 06:28:52,2024-10-03 06:29:48,2024-10-03 06:29:48,,2024-10-03 06:28:52,no,,,802816,,2024-10-03 06:29:48
JAHRk9OSbtydVpi4_UH8Lj8NKks_-8fTgfZNBH37EgTxRRDyjbvHvgOi8zB6ROJP,35558988,141366,419,2024-10-03 06:44:01,2024-10-03 06:44:14,2024-10-03 06:44:14,,2024-10-03 06:44:01,no,,,310037,,2024-10-03 06:44:14
JCIkCup_WyjeXkIgZYF5U7oTJ8W_9pqPUCVBCP3yWUaGhl9VDD3oYBT7R-Le8Rj2,35559018,141366,420,2024-10-03 06:51:32,2024-10-03 06:52:14,2024-10-03 06:52:14,,2024-10-03 06:51:32,no,,,538839,,2024-10-03 06:52:14
VFVy79sZbMto278SI-zFjpC83PWvubRljDsUrKqyXDyusN17fFPZshTlb3iHBgks,35559049,141366,421,2024-10-03 06:54:36,2024-10-03 07:02:49,2024-10-03 07:02:50,,2024-10-03 06:54:37,yes,yes,300,845757,,2024-10-03 07:02:50
AGPRo9ilDgjE6lej-G-ksCws_tHxoVS4iXk189T-TLCX-CaIGot0CHn856gGIbpa,35559346,141366,422,2024-10-03 07:21:25,2024-10-03 07:22:19,2024-10-03 07:22:20,,2024-10-03 07:21:25,yes,no,,580179,,2024-10-03 07:22:20
4Zb6JpBuRXTe5haeabK-bWRR4a29aAelhftTh1FMDvSN2tRCfuLQ4jOZGwqhwfB6,35559402,141366,423,2024-10-03 07:30:03,2024-10-03 07:30:33,2024-10-03 07:30:34,,2024-10-03 07:30:04,yes,yes,1000,737974,,2024-10-03 07:30:34
TAMLzZpo5r4qT4jpzGscQz69iNfMEWvjStaPttoV88a_EjvpnFoe8yeOaBZA3DzA,35559422,141366,424,2024-10-03 07:33:09,2024-10-03 07:34:08,2024-10-03 07:34:09,,2024-10-03 07:33:10,yes,no,,986173,,2024-10-03 07:34:09
jZ_TT0SD6yBw9ctuw6hb2JJG57d-JqK3Tdli4-rT4FBTYlYF4W5xtu94hW_ckBcD,35559424,141366,425,2024-10-03 07:34:02,2024-10-03 07:34:28,2024-10-03 07:34:30,,2024-10-03 07:34:02,yes,no,,935377,,2024-10-03 07:34:29
boR-1RZdcrEusURBuS9BoX7U3ub9apWV4q2YVI2iA4xpBj_l76WG87lpMdx9QflN,35559483,141366,426,2024-10-03 07:43:30,2024-10-03 07:44:23,2024-10-03 07:44:23,,2024-10-03 07:43:30,no,,,958287,,2024-10-03 07:44:23
wxgjPp-R-omDJvI5-9uKG8GJzK2ylmApmwQ4VlmRCqxUv7gFDJuOdVUquDUw9Kxn,35559484,141366,427,2024-10-03 07:43:58,2024-10-03 07:44:49,2024-10-03 07:44:49,,2024-10-03 07:43:58,no,,,425954,,2024-10-03 07:44:49
phJ88NsWdsT2CzjWbxcKXfhDfLX5kv9kHVIfM2I584HU4foFIoI3LY1rYkdQsZUH,35559565,141366,428,2024-10-03 07:56:29,2024-10-03 07:57:55,2024-10-03 07:57:55,,2024-10-03 07:56:29,yes,yes,5000,593986,,2024-10-03 07:57:55
D8hJAJvhBebPHL2H1HqRLCEI0gg6Ym51NXcLvUKyoqKxw5B-2ias004omfoJEPXu,35559736,141366,429,2024-10-03 08:18:46,2024-10-03 08:19:11,2024-10-03 08:19:12,,2024-10-03 08:18:46,yes,yes,500,358902,,2024-10-03 08:19:12
XgcrIWmVeMOP4FqqyZpobznHGRjo9v8yNufJWmtMHsV8z0fklTVfh9YVNPay0M7Z,35560029,141366,430,2024-10-03 08:57:41,2024-10-03 08:58:05,2024-10-03 08:58:05,,2024-10-03 08:57:41,no,,,733521,,2024-10-03 08:58:05
7PCAx5f3vFil7KPOLmMrmbqNgRrlKTRf8NYY83Wa1vE8WhV6sQ6Af1ErrxTubpsA,35560743,141366,431,2024-10-03 10:30:33,2024-10-03 10:30:59,2024-10-03 10:31:00,,2024-10-03 10:30:33,yes,yes,500,647894,,2024-10-03 10:30:59
nYpJwcYlmgn8j6_3eqjuagAjFHO8WadYXiYRpzsq-FcN7t2QnFOLqzVYfmG4IFQa,35560928,141366,432,2024-10-03 10:51:22,2024-10-03 10:52:54,2024-10-03 10:52:54,,2024-10-03 10:51:22,no,,,245168,,2024-10-03 10:52:54
QfEUcoxdChUFx8hZuQQPl5ydjGG92RhNvX8M-3XVYTHcFYdkXrFU_ESTQtrgkWnJ,35560960,141366,433,2024-10-03 10:55:14,2024-10-03 10:56:22,2024-10-03 10:56:22,,2024-10-03 10:55:14,no,,,470631,The survey was enjoyable.,2024-10-03 10:56:22
zRTfBZHAx_NUSY_v0SGrbkBmEKNW6E3b2o8mHcQ5qHzrkMS71uPtT57-edIBIuOM,35560972,141366,434,2024-10-03 10:56:05,2024-10-03 10:56:40,2024-10-03 10:56:41,,2024-10-03 10:56:05,yes,yes,1000,451943,,2024-10-03 10:56:40
Geup2FWe5S6mhlpho0YdRAuH6l7VZNhsb37bJUld2ANSdul78UNH_5HY0L6ktZ0T,35560975,141366,435,2024-10-03 10:56:20,2024-10-03 10:57:47,2024-10-03 10:57:48,,2024-10-03 10:56:20,yes,yes,150,650060,,2024-10-03 10:57:47
23GclPcFfV2IRqBoTqHq-MKg4i0pQjwzDV-BI7rQbtE3amigJ07qbKAZq1jZYr4z,35560982,141366,436,2024-10-03 10:56:45,2024-10-03 10:57:12,2024-10-03 10:57:13,,2024-10-03 10:56:45,yes,no,,518867,,2024-10-03 10:57:13
D3jl8ZxnemRLPIgs03qDdcGo302XiSKbCK2lHeSy08wyoCzyjVLRqaPcSaTL80aP,35561307,141366,437,2024-10-03 11:37:52,2024-10-03 11:38:19,2024-10-03 11:38:20,,2024-10-03 11:37:53,yes,no,,264865,,2024-10-03 11:38:19
84AQbepd4HZQas6kWJwIIVyhaoyQVSm5vsz1tmgCpqdMfXScnkRi95EYKFpevA8p,35561429,141366,438,2024-10-03 11:48:22,2024-10-03 11:48:52,2024-10-03 11:48:53,,2024-10-03 11:48:22,yes,yes,100,419161,,2024-10-03 11:48:53
9D6dYuCTgjwu7rGiCGg9_qmiYg1f5af6W2-jX0_YQNzmg1fpJptcVrjgJtSMGocW,35562373,141366,439,2024-10-03 12:58:29,2024-10-03 13:00:03,2024-10-03 13:00:03,,2024-10-03 12:58:29,yes,yes,200,465048,,2024-10-03 13:00:03
AtLdxp7sO7gUkTeqe5z7WOeYBegdLm8DPXtmULr0Rsv6zYbFqrUBFFPmc-K_hZgA,35562500,141366,440,2024-10-03 13:16:27,2024-10-03 13:16:54,2024-10-03 13:16:55,,2024-10-03 13:16:27,yes,yes,300,608821,,2024-10-03 13:16:55
QiqTiTNXgHrazV2qaFPtKeNczaOYtu3tFWi0itkcT0yrCjhUSGBVqAKAX8b-mo5l,35562840,141366,441,2024-10-03 14:01:49,2024-10-03 14:02:20,2024-10-03 14:02:21,,2024-10-03 14:01:49,no,,,862107,None,2024-10-03 14:02:21
WnimvXlPDVbhFHRTPGq9CQ_An3SgHhwv-x8V0f2hZ1bbk21ByIJ6bUuwL_CuXw5J,35562908,141366,442,2024-10-03 14:08:09,2024-10-03 14:09:53,2024-10-03 14:09:53,,2024-10-03 14:08:09,no,,,843979,The more non complicated incentives provided the more people will choose the right thjng,2024-10-03 14:09:53
COuGbU3kxbfUXhvgMutyVZO-2xZHf1SxavIQAOxfgeUZ3R8jVKi8bZuTx0zp9MvH,35562978,141366,443,2024-10-03 14:16:47,2024-10-03 14:17:36,2024-10-03 14:17:37,,2024-10-03 14:16:47,yes,no,,265805,,2024-10-03 14:17:37
DZOBzNL19EVd80yxOcrWch3sgI_CIiZuGbiVhW4-m14cWx6-d848OLz0vKBkdJOD,35563301,141366,444,2024-10-03 14:59:09,2024-10-03 14:59:34,2024-10-03 14:59:35,,2024-10-03 14:59:09,no,,,674945,,2024-10-03 14:59:34
pcIY36ELyFnzoFrlZlfZHKK7TbXk1kOi4RXdYCCraZsxGFktpgIkGC94o4yKtbTs,35563313,141366,445,2024-10-03 15:00:07,2024-10-03 15:00:57,2024-10-03 15:00:58,,2024-10-03 15:00:07,yes,yes,1,240062,,2024-10-03 15:00:58
EXLavxvxCFd0-1Sido6mtnT1TfZgQ2RXWbcc4KkKAPT-ecS2uECStl7UfaP4JPIR,35563470,141366,446,2024-10-03 15:19:40,2024-10-03 15:20:05,2024-10-03 15:20:06,,2024-10-03 15:19:40,yes,already_have,,220969,,2024-10-03 15:20:05
ChziXnC_BU4Pc3FiQ1Bu0KBZ1bc91Jzugh9MtskCcEIwQ58MDytqgmuJkMz_uHR0,35563577,141366,447,2024-10-03 15:29:42,2024-10-03 15:30:35,2024-10-03 15:30:35,,2024-10-03 15:29:42,no,,,337646,No comment ,2024-10-03 15:30:35
foU1jOdyXrTttbxu4r1_sr2XuP3MheJpo4NIAixbsndPDLhqgMv1Bgh_9kIpRh6g,35563628,141366,448,2024-10-03 15:34:24,2024-10-03 15:35:08,2024-10-03 15:35:08,,2024-10-03 15:34:24,no,,,504308,No,2024-10-03 15:35:08
uPbnhEmFsfpayrzNEW9sBN90RVtYxaXufQ_E14c2HLlJ4ieBNm2_rYA8JHMISCnn,35564112,141366,449,2024-10-03 15:56:50,2024-10-03 15:57:05,2024-10-03 15:57:06,,2024-10-03 15:56:50,yes,yes,2000,255107,,2024-10-03 15:57:06
6vqugC_UC0L5c23jY6plpem_6iFL0LEe4pRpV401JPI94WI4uOy73Dj9OSzJXk7v,35564127,141366,450,2024-10-03 15:57:57,2024-10-03 15:58:26,2024-10-03 15:58:27,,2024-10-03 15:57:57,yes,yes,500,203826,,2024-10-03 15:58:26
KGgL95jdJJ9osOhJ3dzf7drY7-Ut-KOWI69L-BenDPt2dBeka0IdPAh2Cir06gjn,35564225,141366,451,2024-10-03 16:13:26,2024-10-03 16:13:51,2024-10-03 16:13:52,,2024-10-03 16:13:26,yes,yes,750,249666,,2024-10-03 16:13:52
In0HkHxS83Jm92B-H47kzL_42xD1Xb0OpZtomsVj_QsKYBFGV-avjiVHbz6KOrjE,35564242,141366,452,2024-10-03 16:16:20,2024-10-03 16:18:10,2024-10-03 16:18:10,,2024-10-03 16:16:20,yes,yes,100,205785,,2024-10-03 16:18:10
MpRpqsGVHjLXIkM5rRiRENSLguFyAetimMYkNeZPWggQ4GEzQ1YWcX4Wr0KafzkG,35564263,141366,453,2024-10-03 16:19:31,2024-10-03 16:20:41,2024-10-03 16:20:41,,2024-10-03 16:19:31,yes,yes,200,523719,,2024-10-03 16:20:41
Ix5_LJXfxxVRBf0XCH-uQpsu-kRyezoUSiwiGrEnC3CbIm-GXbyGBzUw0vRgk4py,35564322,141366,454,2024-10-03 16:26:28,2024-10-03 16:26:52,2024-10-03 16:26:52,,2024-10-03 16:26:28,yes,yes,500,647002,,2024-10-03 16:26:52
oMw6GM_oM9TgLARrk-TP-oeVYZrb6B6tYGJKgpkBB2Cyv7EHL52LejHMgVr1bEKA,35564399,141366,455,2024-10-03 16:40:02,2024-10-03 16:41:08,2024-10-03 16:41:09,,2024-10-03 16:40:02,yes,yes,100,739061,,2024-10-03 16:41:09
es1B5bZBjXhJ6DTlEcnJlQHrMi0PCzZix7w0sxcqXQc1Q2zP7Zbe4G0tKveRNpJx,35564525,141366,456,2024-10-03 16:55:21,2024-10-03 16:56:05,2024-10-03 16:56:05,,2024-10-03 16:55:21,yes,yes,1000,834866,,2024-10-03 16:56:05
bifaptC4sFIaxn_4PZMxwgLIbpGnKE6DtbOI4L-_tMZlvUSLavoFhKF6SKk3GFt9,35564526,141366,457,2024-10-03 16:55:36,2024-10-03 16:56:05,2024-10-03 16:56:06,,2024-10-03 16:55:36,no,,,349281,,2024-10-03 16:56:06
xcV3yFZ0FzHvFflfMEo7MfmQ-cQnqFBIQr_fefpfF_mDLZPmJmf6hc6nJjdCOoe5,35564709,141366,458,2024-10-03 17:05:31,2024-10-03 17:06:15,2024-10-03 17:06:15,,2024-10-03 17:05:31,yes,yes,200,516972,,2024-10-03 17:06:15
P7_NIleuPXEXgdVqhxTQds04B50WnMUS7P-TT7hPzSNFk7memqdvbfyJRtJBKcl6,35564893,141366,459,2024-10-03 17:29:00,2024-10-03 17:29:53,2024-10-03 17:29:53,,2024-10-03 17:29:01,yes,yes,300,377912,,2024-10-03 17:29:53
ZtWoK3kD5uhOibDVZlp60K65TIfWcmy5NqHtt00jCOOrInlSJ1TfRQWB3IVxXeFE,35564916,141366,460,2024-10-03 17:32:03,2024-10-03 17:32:30,2024-10-03 17:32:30,,2024-10-03 17:32:03,no,,,452226,,2024-10-03 17:32:30
3GnofCLJ3XVAhS_rk0TObYrHouOwMu32wENB1QORkb1LF6Xz8bwHd-ByYup-y3hV,35565018,141366,461,2024-10-03 17:43:39,2024-10-03 17:45:04,2024-10-03 17:45:05,,2024-10-03 17:43:39,yes,yes,9000,600696,,2024-10-03 17:45:05
cRC6Ynh8cLLSVb7xQY3fHlnLdal0E1FmXx842-NOtG2UdVYORZVsujNT4iLMikKp,35565052,141366,462,2024-10-03 17:47:27,2024-10-03 17:47:50,2024-10-03 17:47:50,,2024-10-03 17:47:27,yes,yes,200,333345,,2024-10-03 17:47:50
lDUOPsedYBnNT72gThZXPVSHoNl3KVAiZON_cDljwoZaqObCvK-gk5gm7YpKmrod,35565096,141366,463,2024-10-03 17:53:11,2024-10-03 17:53:25,2024-10-03 17:53:26,,2024-10-03 17:53:11,no,,,422318,,2024-10-03 17:53:26
3Ygacg339d2n403TuzGhx8qM6DexIPajot6o9A_rx7VxzrLNUd7kn4qf8rG--a4t,35565227,141366,464,2024-10-03 18:05:22,2024-10-03 18:06:22,2024-10-03 18:06:22,,2024-10-03 18:05:22,yes,yes,200,896974,,2024-10-03 18:06:22
auzVjRTzavoJPlGdscVQoLlSFK0pt-jRKlRe3yhykMK282bS3ER3EaPJMZt7bgDs,35565256,141366,465,2024-10-03 18:09:08,2024-10-03 18:09:34,2024-10-03 18:09:34,,2024-10-03 18:09:08,no,,,632482,,2024-10-03 18:09:34
JXEV3emqEuwg7S2futYcFmW-j12r7SAzxbbo3tNMegNq1z4SdJBDp_uMDOkEhP5f,35565264,141366,466,2024-10-03 18:10:26,2024-10-03 18:10:52,2024-10-03 18:10:52,,2024-10-03 18:10:27,yes,yes,500,100063,,2024-10-03 18:10:52
vkI3DPEKapX-6IIIXg_nBAqh0ISIKNWnLAXY8qZrA3ybWF_pa-kdguYQtWEN9GOs,35565265,141366,467,2024-10-03 18:10:47,2024-10-03 18:11:11,2024-10-03 18:11:12,,2024-10-03 18:10:47,yes,yes,5000,879454,,2024-10-03 18:11:11
o-LlhIZVwMqxUTMKUFRCcZmCKHu4y4P-QZnDzLvpq5-nigrV_QbGqZJqeTEmqCpO,35565343,141366,468,2024-10-03 18:21:01,2024-10-03 18:21:20,2024-10-03 18:21:20,,2024-10-03 18:21:01,yes,yes,200,911721,,2024-10-03 18:21:20
GkrdFSbNUk7nTky4zkA2DmuFltvmPpxnDRBUsgDX-KZCehtMWoFWlJoI1YoJKxvw,35565388,141366,469,2024-10-03 18:24:41,2024-10-03 18:25:51,2024-10-03 18:25:51,,2024-10-03 18:24:41,no,,,505033,I charge 99% of the time in my garage every 2 weeks with a regular 110 outlet.  No need for all that complicated BS,2024-10-03 18:25:51
yecp2P-9Brk0WCvR0Ahu-KwuGITktkX0w2zqNXS_v_RpYQTHQL7TIO4ooXx63wWF,35565455,141366,470,2024-10-03 18:30:06,2024-10-03 18:30:46,2024-10-03 18:30:46,,2024-10-03 18:30:07,yes,yes,500,940962,,2024-10-03 18:30:46
xqBo8CwaUaWOxjaft9sl97X_YroFv7ZFSuTa5AhSsdkf4tMnWX1ja1ToHp97LxeL,35565524,141366,471,2024-10-03 18:39:10,2024-10-03 18:39:58,2024-10-03 18:39:59,,2024-10-03 18:39:11,yes,yes,50,878784,,2024-10-03 18:39:59
OEXEtUhfUvM1DHC_npjSYCae5b40nBfXSoiy5DWesn3mY6mh4pWzecmN1QaWJzoh,35565592,141366,472,2024-10-03 18:44:27,2024-10-03 18:45:01,2024-10-03 18:45:01,,2024-10-03 18:44:27,yes,yes,500,533828,,2024-10-03 18:45:01
Kc2YoaLnwBcO2zJRUcnZ3kaZ3UAMbBTad1XUv-rOkLGqUZ6vaTp0gMQrfZruCn0_,35565650,141366,473,2024-10-03 18:50:12,2024-10-03 18:50:27,2024-10-03 18:50:27,,2024-10-03 18:50:12,no,,,204171,,2024-10-03 18:50:27
McN5Vb6uxRGAjcgT6owf9MvdgpyA33_I_LlwVPtJQM00A7cNJi3rqBrQFA29Gg9V,35565714,141366,474,2024-10-03 19:01:40,2024-10-03 19:03:55,2024-10-03 19:03:55,,2024-10-03 19:01:40,no,,,325622,Very interesting and knowledgeable survey. Thanks,2024-10-03 19:03:55
amUIwQy2kxQJLhkItPZEYlKco_cTLOyQT5OjYFK6eSmzAr0BoscpSirJAK6_ctxl,35565770,141366,475,2024-10-03 19:08:47,2024-10-03 19:09:12,2024-10-03 19:09:13,,2024-10-03 19:08:47,no,,,772231,,2024-10-03 19:09:12
0rRu9_xqL6QtjUKBmofzIHSlyIoCsRBC-HpMDPhKHXLTlhQ9sxOttcZxU6-QZgoU,35565777,141366,476,2024-10-03 19:09:34,2024-10-03 19:10:17,2024-10-03 19:10:18,,2024-10-03 19:09:34,yes,yes,500,950899,,2024-10-03 19:10:18
obo9hmQhTV0gAfFT2Ef9kZKMqNulaNJHpH4EvuO5ijfjUgNlWBBfALnF9VGU8dYi,35565804,141366,477,2024-10-03 19:13:19,2024-10-03 19:14:10,2024-10-03 19:14:11,,2024-10-03 19:13:19,yes,yes,500,963927,,2024-10-03 19:14:11
GsmqVKoxzz873cLlw_vu4LhTY_GF9e_zagTgOAZ3r9UgLQ6_rXhdUnVS4FVul9Lk,35565867,141366,478,2024-10-03 19:22:54,2024-10-03 19:23:19,2024-10-03 19:23:19,,2024-10-03 19:22:55,yes,no,,577109,,2024-10-03 19:23:19
AVtvalSDUzWnmWCh7mddTCIrkYp1xI63rX53zBr_IOlw9JFNgWWe0nHTA5goL62D,35565876,141366,479,2024-10-03 19:23:24,2024-10-03 19:24:15,2024-10-03 19:24:15,,2024-10-03 19:23:24,no,,,516378,,2024-10-03 19:24:15
KyWuIshSmEPVehVrPRuPaE3pNkjZiXok3l0fAKqUUIxOA7oujpMXgmyYPx0hueXb,35565930,141366,480,2024-10-03 19:28:51,2024-10-03 19:29:22,2024-10-03 19:29:23,,2024-10-03 19:28:51,yes,no,,181847,,2024-10-03 19:29:22
Fk0I-CQaZF3jSknh6T49LLF-RLO5juminnycTQeB8hO1Cd27zEAElqwY8Pi_NjOx,35566023,141366,481,2024-10-03 19:38:38,2024-10-03 19:39:35,2024-10-03 19:39:35,,2024-10-03 19:38:38,yes,yes,300,526051,,2024-10-03 19:39:35
ygQpTe7Uzr_Zfum-gbQBaTck-DqJLZSprudRz7QJoW7ARx44DMBSYF_yFXBlbA9J,35566026,141366,482,2024-10-03 19:38:55,2024-10-03 19:39:30,2024-10-03 19:39:31,,2024-10-03 19:38:55,no,,,325886,,2024-10-03 19:39:30
ykROPeKbfjn1YLh0XRnQYy5Q4MfNrFBpPri8rzR6r20qJnRPe-faoGOc6fA1leTg,35566041,141366,483,2024-10-03 19:40:47,2024-10-03 19:41:10,2024-10-03 19:41:10,,2024-10-03 19:40:47,no,,,455125,,2024-10-03 19:41:10
668cvSc4Mj99KuvaWTXRixYX0Uz4VbSj4lxqrMgXpc6IJQKKpu5wG11PUeP_6un4,35566081,141366,484,2024-10-03 19:44:24,2024-10-03 19:45:21,2024-10-03 19:45:22,,2024-10-03 19:44:24,yes,yes,5000,334372,,2024-10-03 19:45:22
mg7f439A_me92cyKMZ0aZbKftMZC1wuLg4IpF54p6AtrCShkPIfERwI9bW8NQxhB,35566165,141366,485,2024-10-03 19:54:58,2024-10-03 19:57:19,2024-10-03 19:57:19,,2024-10-03 19:54:58,yes,yes,500,194017,,2024-10-03 19:57:19
6fVmoYU7UeG6SKRwyY8w3FsCXuBNvjUhf5D0AxfGxNfrZiLRCebD-ZN9e68s2d9T,35566182,141366,486,2024-10-03 19:57:41,2024-10-03 19:58:18,2024-10-03 19:58:19,,2024-10-03 19:57:41,yes,no,,585231,,2024-10-03 19:58:19
gcoZ2WnAIXxn6Au2XKQ4ldNWT5KWDwA2Bz7ropd5pVLkuR5EIOmUat5Wq3uUO8xf,35566495,141366,487,2024-10-03 20:13:03,2024-10-03 20:14:21,2024-10-03 20:14:22,,2024-10-03 20:13:03,yes,yes,200,765615,,2024-10-03 20:14:22
fS2xfBAGRWors3tsX3UNdIYyLNj9uPJFEj-1mw6uszMGV4m1ifi7A6P_OL68tIrn,35566585,141366,488,2024-10-03 20:23:37,2024-10-03 20:24:30,2024-10-03 20:24:30,,2024-10-03 20:23:37,no,,,772153,,2024-10-03 20:24:30
